text;time
#wilayathalab destroying 2 t72 #nusayri tanks in the outskirts of tal maksur  #kweiris airbase with guided missiles https://t.co/s53ywvolga; 2/11/2016
#wilayataljanub photos from land of the #caliphate:targeting #safavid army's barracks in zuba` with mortar rounds https://t.co/jsuxukixxc; 2/11/2016
#wilayatbarqah photos from the land of the #caliphate : sunset in #darnah city (al-fata'ih region) https://t.co/lylxskenfq  #caliphate_news; 2/11/2016
information about dodged image  this map only shows strongholds and is therefore delivering incorrect information... https://t.co/kq7adjk6pe; 2/11/2016
#wilayatalanbar a glimpse at the work of services center https://t.co/6ddpuxsdpl  #caliphate_news; 2/11/2016
#wilayatalfurat repelling a failed attempt by the sahwas of apostasy to penetrate though the ribat lines of mujahidin eastern #hadithah 1/2; 2/11/2016
@battar_english   2/2  https://t.co/wtvmx58ivv; 2/11/2016
#wilayatalanbar the death or injury of dozens of #rafida army in a foray by the #caliphate soldiers on their barracks western #ramadi  1/2; 2/11/2016
@battar_english  2/2 https://t.co/9iur9aturr  #caliphate_news; 2/11/2016
breaking: at least 6 killed in gun attack on education dept in saudi arabia. gunman has been arrested - rt  https://t.co/ae3pysokot; 2/11/2016
saudi arabia has offered to broaden participation in the us-led coalition air strikes against isis - @alarabiya_eng  #caliphate_news; 2/11/2016
kufrdom of saudi arabia to send troops to #syria.  expect their dead bodies to be sent back to #ksa https://t.co/ntqysrnax3; 2/11/2016
#iraq|i army helicopter attacked by mistake a group of iraqi army fighters and shiite militants north #ramadi, #isis #aamaq reporting; 2/11/2016
#isis #wilayatarraqqah #raqqah #alhayatmediacenter #top10videos #video  they are the enemy so beware of them #4  https://t.co/ihio63qxop; 2/11/2016
more: saudi arabia has offered to broaden participation in the us-led coalition air strikes against isis - @alarabiya_eng; 2/11/2016
rt @hudsonlandrock: if you read anything today, read this! https://t.co/jofb5zfzqa; 2/11/2016
red-bearded chechen commander is reported to be leading the isis fight in libya https://t.co/jdpkajy5su    #caliphate_news; 2/11/2016
remember the kid from #uk in #isis video? he executed 3 spies in a new video by blowing them up inside a car #syria; 2/11/2016
#isis performs better when using the #usa-made tow atgm in west #kuweires air-base battles #syria   #caliphate_news; 2/11/2016
rt @jerusalem_post: 'isis operatives in sinai are receiving medical treatment at hamas hospitals in… https://t.co/etvvftlkzi #middleeast ht…; 2/11/2016
@khateebalumawi when will muslims take lessons?; 2/11/2016
after five years of bloodshed, syrian death toll at 470,000 - middle east news https://t.co/egsrgkcawq; 2/11/2016
rt @trefugees4: our opinion doesn't count when it comes to the qur'an and sunnah! https://t.co/nktaczx4ly; 2/11/2016
ahrar al-sham &amp; jabhatul-khusra get an ass whooping from kurds sdf backed by russia in #aleppo.the result of disunity among sunnis in #syria; 2/11/2016
@7layers_ crying i think; 2/11/2016
wrap up of the important news of the day  https://t.co/pkealfqcut stories via @greekanalyst; 2/11/2016
@khateebalumawi so unfortunate, so many muslims let us use them then throw them, even those who claim to save muslims; 2/11/2016
@leithfadel the more and more i look at your photo, the more i think you (are)  look like moron, over sure !!!; 2/11/2016
***interview mit sheikh al muhaysini***   teil 1-5 von 10  auf deutsch   https://t.co/peqlhz28yh https://t.co/gpklhzz2d5; 2/11/2016
رحمك الله يااسدالاسلام https://t.co/737drblgrk; 2/11/2016
may allah curse these dirty kuffar to hell! https://t.co/dliskzsmt0; 2/11/2016
https://t.co/eal1qrqiqo; 2/11/2016
rt @malcolmite: aleppo: syrian rebels repelled pro assad forces in hobber killing at least 15 mostly foreign fighters; 2/11/2016
still waiting their "final" decision to liberate palestine and to help muslim in burma, in china and in chechnya.  https://t.co/qrrafk1wrj; 2/11/2016
rt @fidaee_fulaani: i know lot's of brother felt sad for the fall of minnigh to heretic pkk/pyd..  sacrifices of brothers that led to the r…; 2/11/2016
they have started to build the 80 armies for dabiq/armageddon ...  https://t.co/4jfrpraxdp; 2/11/2016
https://t.co/vg1e2pe9iz; 2/11/2016
@war_tracker i mean that now, the idea to send ground troop is not "impossible" for them as 2 or 3 years ago .; 2/11/2016
rt @du3aa: " رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ"; 2/11/2016
@busharalsadass @blogsofwar @thenatlinterest ahahhahaha; 2/11/2016
@abdusmujahid149; 2/11/2016
@ikhanasori indeed but some people still don't understand this; 2/11/2016
rt @simnasr: #syrie #irak pourquoi le l'#ei utilise les enfants dans sa propagande ? &amp; la question des enfants occidentaux https://t.co/vqd…; 2/11/2016
rt @lemondefr: dounia bouzar renonce à sa mission sur la déradicalisation https://t.co/jrgph7tiah https://t.co/uleuh84u8p; 2/11/2016
@lemondefr cc @_davidthomson @romaincaillet; 2/11/2016
rt @orientnewsen: four hospitals targeted by #russian- #assad jets in #daraa https://t.co/lpzsa0daiu  #orient #syria https://t.co/jpue8tmbjv; 2/11/2016
@sheikhkerry ahahahahhaahahhahaha machallah sheikh john kerry is on twitter.  don't forget to use coconut for moderate muslim  😁; 2/11/2016
rt @abubakrabdullah: houthis celebrating revolution against the dictator they're now allied with.  https://t.co/1qfaghw8zk; 2/11/2016
@wattebre sa veut dire quoi "mutabarrijat" ?; 2/11/2016
three soldiers killed in clashes with pkk in sur https://t.co/nwdt98qhbe https://t.co/kfyxbsihgo; 2/11/2016
the staggering price of #syria’s reconstruction - an op-ed by @perrycammack  | https://t.co/yofdxoxkir https://t.co/wtlmhqqi7w; 2/11/2016
hahahhahahahahhahahahahhahaha  https://t.co/dkvxawx984; 2/11/2016
syria: russian pm dmitry medvedev says everyone in #syria must negotiate instead of unleashing 'world war'  https://t.co/an87knhbzd; 2/11/2016
putin of #russia who massacred lots of muslims get a gold sword as a gift from the king of #bahrain. https://t.co/gxksdjiwjj; 2/11/2016
#alhayatmediacenter #top10videos  ten selected videos from the wilayat of the #islamicstate (1st jumada al-ula 1437  https://t.co/1kehle8u7w; 2/11/2016
in depth: saudi arabia has confirmed plans to send troops to syria  by @k_jg1992 https://t.co/3zfaab9hd8 https://t.co/i1lunxa1bz; 2/11/2016
shoffner said most of the estimated 1,000-3,000 islamic state fighters are in the southern part of nangarhar - https://t.co/xheu8oqfpd; 2/11/2016
fuck you @medvedevrussiae..! #russia #syria; 2/11/2016
rt @orientnewsen: #russia , #assad prepare for major offensive on #darayya https://t.co/wxdbkuksf0  #orient #syria https://t.co/sej4a301d0; 2/11/2016
update: russian comments about 'world war' appear to have been mistranslated in reuters article. https://t.co/jr5tyaojr4; 2/11/2016
rt @aboomar77432: بسم الله نبدأ ريتويت يا إخوة https://t.co/ks7ih7e7be; 2/11/2016
***interview mit sheikh al muhaysini***   teil 1-5 von 10  auf deutsch   https://t.co/peqlhz28yh https://t.co/ubqiqqd35y; 2/11/2016
'muslim' leaders of later generation give kuffars sword as a gift for kiling muslims while muslims of earlier generation used it differently; 2/11/2016
rt @amaat_allah_112: #ارهآبيــــة ولــ #الدولة_الأســـلامية وفيــة مايضرني  كلامـــكم #تكـــفيرية ارهابيــة  على درب #العـــزة #ابيـــة htt…; 2/11/2016
@war_suunka_xiro sax walal, ilaahey ajaa ka awaal marindoona bi'ithnillah.; 2/11/2016
@omashkavash14 exactly akhii, that is why i put the word muslim into quotes, they are undoubtedly murtadeens-kuffars عليهم من الله مايستحقون; 2/11/2016
rt @julianroepcke: #iran's proxy kata'ib sayyid al-shuhada,fighting in #iraq&amp;#syria,fully us-equipped(in iraq) https://t.co/qbywgpwkjv http…; 2/11/2016
without any shame the foreign minister of bahrain said " every nations should help russia in syria ".  https://t.co/j7y1cqyifl; 2/11/2016
fallujah : "distribution of gift by the caliphate", the man with the red keffiyeh could be abu bakr al baghdadi .  https://t.co/quudw514e3; 2/11/2016
@vvanwilgenburg jays thuwar are or were fsa ?; 2/11/2016
listen to #islamicstate 24/7 al-bayan radio [anasheed, islamic classes, reminders, qur'an and news flashes] ⬇️⬇️⬇️⬇️ https://t.co/i4kncy5lka; 2/11/2016
ksa : the king salman will visit russia in the coming months, according to official sources in moscou .  https://t.co/2j0ex47482; 2/11/2016
ecoutez la radio al-bayan de l'#ei 24h/24 7j/7 [des anasheed, dourous, rappels, quran les flashs infos] ⬇️⬇️⬇️⬇️ https://t.co/i4kncynn9a; 2/11/2016
so you still think the war started by the world in #syria is all about #isis?! #azaz now summarizes the whole story for you..; 2/11/2016
rt @abuanonymous: https://t.co/vtzlsic6cj; 2/11/2016
"this is blackest period egypt has ever known " you should watch here what is ongoing on in egyptian jail at 15:45.  https://t.co/yytfli2qup; 2/11/2016
#lt at 15:58 we can see women been tortured by security forces in jail .; 2/11/2016
@uncle_samcoco   =&gt; @monasosh ( which is egyptian woman activist ) is also speaking in the reportage.; 2/11/2016
مات زهران علوش ولم يتغير شي بالنسبة لوضع غوطتي #دمشق الشرقية والغربية. يعني وجوده وعدمه كان متل الضراط عالبلاط. رحمة الله عليه.. #سوريا; 2/11/2016
@renepayotbelf on parle du type avec le keffieh rouge, c'est impossible de trancher maintenant faut attendre  https://t.co/tg9e9bcyk5; 2/11/2016
@renepayotbelf il a posté des photos zoomés du deuxième type à droite de l’homme au keffieh rouge, donc aucun rapport .; 2/11/2016
rt @thehill: petraeus doubts syria can be put back together again: https://t.co/tpzk3tkfje https://t.co/ai52ja0irz; 2/11/2016
huge #iraq|i army reinforcements arriving southeast of #mosul. situation is not clear yet. #isis https://t.co/xwemcd1fy9; 2/11/2016
infographic: foreign involvement in #syria and #iraq  https://t.co/xavkshbtgy https://t.co/cfrpfefcep; 2/11/2016
@vivarevolt and what about sdf ( which have some fsa elements if i'm not wrong) , they are same as isis and ypg ?; 2/11/2016
@david_cooks_ ahahahhahaha this was the profil picture of @blackglass_18 .; 2/11/2016
@qarass_news ce n'est pas les peshmerga qui devrait venir du nord ? il y a des division de l'isf au kurdistan ?; 2/11/2016
huge #iraq|i army reinforcements arriving southeast of #mosul. situation is not clear yet. #isis https://t.co/9ia2oleuht; 2/11/2016
@david_cooks_ i don't understand their logic sometime, they only lose because they put their trust in west; 2/11/2016
@david_cooks_ they didn't reliaze that west and arabs tyrants have helped to destroy iraq and afghanistan before syria; 2/11/2016
#usa-backed #ypg terror group is attacking usa-backed #syria|ns in #azaz. usa-led #saudi forces attacking soon too.. https://t.co/lga9xvqsns; 2/11/2016
another golden tweet : " the puppets of usa are fighting each other"  https://t.co/rzosnhaj40; 2/11/2016
#usa-backed #ypg terror group is attacking usa-backed #syria|ns in #azaz. usa-led #saudi forces attacking soon too.. https://t.co/kodvtsgak7; 2/11/2016
was living my life until #russia|n war criminals bombed my house in #daraa today. goodbye world. basma humsi. #syria https://t.co/nzecdocnh6; 2/11/2016
@bomber___cat from which movie/serie come the picture in the left ? by the way welcome back .; 2/11/2016
huge! unconfirmed reports abu mohammad al-julani leader of #alqaeda-linked #syria|n rebels group nusra front killed in a #russia|n raid..; 2/11/2016
was living my life until #russia|n war criminals bombed my house in #daraa today. goodbye world. basma humsi. #syria https://t.co/qa4z8giihv; 2/11/2016
@bomber___cat wa aleykum salam sister, thanks you !; 2/11/2016
rt @paradoxy13: basma al-homsi, from #daraa, #syria, killed by #russia|n airstrikes today https://t.co/igtzf8yx7m; 2/11/2016
video: turkish forces celebrating in the kurdish majority city cizre, after declaring “success” - @ikrambalekani7  https://t.co/gwpemkvoa7; 2/11/2016
@ahudhayfah: what an inspiration!  #gaza #palestine https://t.co/ye5ti5lx0u; 2/11/2016
rt @ramiallolah: huge! unconfirmed reports abu mohammad al-julani leader of #alqaeda-linked #syria|n rebels group nusra front killed in a #…; 2/11/2016
@92marwann https://t.co/vicajrxtzq; 2/11/2016
@cartememoire8go je pense que je vais écrire un bouquin sur toi avec toute tes phrases/tweets cultes. $ assuré; 2/11/2016
rt @ajaltamimi: latest update: clashes between rebels &amp; ypg in azaz area have stopped...for now... #syria; 2/11/2016
rt @artwendeley: just name him. @ejmalrai is seriously implying #us helped #is evacuate #ramadi to hurt #iran in #iraq? https://t.co/2w1ddj…; 2/11/2016
translation : "i'm coconut and i know it"  https://t.co/wbgcjecty3; 2/11/2016
rt @banatulummah: #booksforsisters campaign was successful and we have received a huge response from the ummah. #muslimprisoners https://t.…; 2/11/2016
rt @banatulummah: #booksforsisters || it is an amanah upon us to deliver these books to our imprisoned sisters. barakallahu feekom. https:/…; 2/11/2016
@levantinewd il va plus rester grande en syrie si sa continue, la ville d'alep se vide progressivement selon certain .; 2/11/2016
